TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-05-15 14:00:45,1778853645480,race-gemini.vercel.app/api/assign,GET,experiment=hero-cta-test,500,cqq2x-1778853645254-e3310c446aa4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/assign,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"(node:4) Warning: To load an ES module, set ""type"": ""module"" in the package.json or use the .mjs extension.
(Use `node --trace-warnings ...` to show where the warning was created)
SyntaxError: Unexpected reserved word
    at compileSourceTextModule (node:internal/modules/esm/utils:346:16)
    at ModuleLoader.moduleStrategy (node:internal/modules/esm/translators:146:18)
    at #translate (node:internal/modules/esm/loader:497:12)
    at ModuleLoader.loadAndTranslate (node:internal/modules/esm/loader:544:27)
    at async ModuleJob._link (node:internal/modules/esm/module_job:148:19)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:45,1778853645254,race-gemini.vercel.app/api/assign,GET,experiment=hero-cta-test,500,cqq2x-1778853645254-e3310c446aa4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/assign,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,156,iad1,-1,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12ZV9G32SCAKJ14XK013,,-1,,
2026-05-15 14:00:45,1778853645254,race-gemini.vercel.app/api/get-agency-credit-history,GET,,401,bz27l-1778853645254-2fbd9b9c9200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-credit-history,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,7,iad1,245,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12ZZ2RRNYDF6KNBAYKCE,WLCLBXp149mK,1,,
2026-05-15 14:00:45,1778853645254,race-gemini.vercel.app/api/get-agency-subscription,GET,,401,6t6gd-1778853645254-c7ff50d81ac0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-subscription,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,8,iad1,257,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12ZYJQ6HWMRVA422WA1P,TYxA3Bq3LVAv,1,,
2026-05-15 14:00:45,1778853645315,race-gemini.vercel.app/api/track,POST,,500,ct4pz-1778853645148-3bcbe0049652,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"Error tracking event: error: relation ""user_events"" does not exist
    at /var/task/node_modules/pg/lib/client.js:631:17
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async Object.handler (/var/task/api/track.js:27:5)
    at async r (/opt/rust/nodejs.js:2:15572)
    at async Server.<anonymous> (/opt/rust/nodejs.js:2:11594)
    at async Server.<anonymous> (/opt/rust/nodejs.js:17:10685) {
  length: 110,
  severity: 'ERROR',
  code: '42P01',
  detail: undefined,
  hint: undefined,
  position: '20',
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: 'parse_relation.c',
  line: '1449',
  routine: 'parserOpenTable'
}",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:45,1778853645148,race-gemini.vercel.app/api/track,POST,,500,ct4pz-1778853645148-3bcbe0049652,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,101,iad1,260,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12WFCPCC9VD9B5P8B8KE,OQrhHHmgDUkI,1,,
2026-05-15 14:00:45,1778853645122,race-gemini.vercel.app/api/get-agency-credit-history,GET,,401,hb8kq-1778853645122-f7ebebbb35cc,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-credit-history,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,6,iad1,244,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12VR4TET8PR1C4YAXMMR,WLCLBXp149mK,1,,
2026-05-15 14:00:45,1778853645286,race-gemini.vercel.app/api/track,POST,,500,d7rfh-1778853645122-31780fbfde89,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"Error tracking event: error: relation ""user_events"" does not exist
    at /var/task/node_modules/pg/lib/client.js:631:17
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async Object.handler (/var/task/api/track.js:27:5)
    at async r (/opt/rust/nodejs.js:2:15572)
    at async Server.<anonymous> (/opt/rust/nodejs.js:2:11594)
    at async Server.<anonymous> (/opt/rust/nodejs.js:17:10685) {
  length: 110,
  severity: 'ERROR',
  code: '42P01',
  detail: undefined,
  hint: undefined,
  position: '20',
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: 'parse_relation.c',
  line: '1449',
  routine: 'parserOpenTable'
}",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:45,1778853645122,race-gemini.vercel.app/api/track,POST,,500,d7rfh-1778853645122-31780fbfde89,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,100,iad1,262,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12VP6E7YX0GDDQSVKF03,fhkQlOp4N2rJ,1,,
2026-05-15 14:00:45,1778853645113,race-gemini.vercel.app/api/get-agency-subscription,GET,,401,wwglq-1778853645113-aa8083df9491,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-subscription,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,6,iad1,256,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12VDBWAM4G6GP5ZK9DGM,TYxA3Bq3LVAv,1,,
2026-05-15 14:00:45,1778853645344,race-gemini.vercel.app/api/assign,GET,experiment=hero-cta-test,500,mbrnz-1778853645110-8449a6f173ad,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/assign,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"(node:4) Warning: To load an ES module, set ""type"": ""module"" in the package.json or use the .mjs extension.
(Use `node --trace-warnings ...` to show where the warning was created)
SyntaxError: Unexpected reserved word
    at compileSourceTextModule (node:internal/modules/esm/utils:346:16)
    at ModuleLoader.moduleStrategy (node:internal/modules/esm/translators:146:18)
    at #translate (node:internal/modules/esm/loader:497:12)
    at ModuleLoader.loadAndTranslate (node:internal/modules/esm/loader:544:27)
    at async ModuleJob._link (node:internal/modules/esm/module_job:148:19)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:45,1778853645110,race-gemini.vercel.app/api/assign,GET,experiment=hero-cta-test,500,mbrnz-1778853645110-8449a6f173ad,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/assign,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,151,iad1,-1,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12VP13SBPYMM4VM3QHXV,,-1,,
2026-05-15 14:00:45,1778853645102,race-gemini.vercel.app/api/track,POST,,500,qqs56-1778853644930-0baf4025fb93,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"Error tracking event: error: relation ""user_events"" does not exist
    at /var/task/node_modules/pg/lib/client.js:631:17
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async Object.handler (/var/task/api/track.js:27:5)
    at async r (/opt/rust/nodejs.js:2:15572)
    at async Server.<anonymous> (/opt/rust/nodejs.js:2:11594)
    at async Server.<anonymous> (/opt/rust/nodejs.js:17:10685) {
  length: 110,
  severity: 'ERROR',
  code: '42P01',
  detail: undefined,
  hint: undefined,
  position: '20',
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: 'parse_relation.c',
  line: '1449',
  routine: 'parserOpenTable'
}",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:44,1778853644930,race-gemini.vercel.app/api/track,POST,,500,qqs56-1778853644930-0baf4025fb93,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,102,iad1,262,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12NT5AQVCEA4Q0XX50QH,fhkQlOp4N2rJ,1,,
2026-05-15 14:00:44,1778853644901,race-gemini.vercel.app/api/get-agency-credit-history,GET,,401,mw6q4-1778853644901-f953b26c3222,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-credit-history,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,6,iad1,244,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12MWYHM4JEBGB99ZVYR8,WLCLBXp149mK,1,,
2026-05-15 14:00:44,1778853644901,race-gemini.vercel.app/api/get-agency-subscription,GET,,401,lkn2q-1778853644901-36bc0fc17bea,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-subscription,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,6,iad1,256,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12MS8KVC1VC42EYHY5J4,TYxA3Bq3LVAv,1,,
2026-05-15 14:00:45,1778853645090,race-gemini.vercel.app/api/track,POST,,500,88lz7-1778853644901-baaae6497d3a,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"Error tracking event: error: relation ""user_events"" does not exist
    at /var/task/node_modules/pg/lib/client.js:631:17
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async Object.handler (/var/task/api/track.js:27:5)
    at async r (/opt/rust/nodejs.js:2:15572)
    at async Server.<anonymous> (/opt/rust/nodejs.js:2:11594)
    at async Server.<anonymous> (/opt/rust/nodejs.js:17:10685) {
  length: 110,
  severity: 'ERROR',
  code: '42P01',
  detail: undefined,
  hint: undefined,
  position: '20',
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: 'parse_relation.c',
  line: '1449',
  routine: 'parserOpenTable'
}",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:44,1778853644901,race-gemini.vercel.app/api/track,POST,,500,88lz7-1778853644901-baaae6497d3a,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,99,iad1,260,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12NJCWT3T9QS8BC9P6PG,OQrhHHmgDUkI,1,,
2026-05-15 14:00:45,1778853645117,race-gemini.vercel.app/api/assign,GET,experiment=hero-cta-test,500,gs9mq-1778853644887-95db501163dd,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/assign,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"(node:4) Warning: To load an ES module, set ""type"": ""module"" in the package.json or use the .mjs extension.
(Use `node --trace-warnings ...` to show where the warning was created)
SyntaxError: Unexpected reserved word
    at compileSourceTextModule (node:internal/modules/esm/utils:346:16)
    at ModuleLoader.moduleStrategy (node:internal/modules/esm/translators:146:18)
    at #translate (node:internal/modules/esm/loader:497:12)
    at ModuleLoader.loadAndTranslate (node:internal/modules/esm/loader:544:27)
    at async ModuleJob._link (node:internal/modules/esm/module_job:148:19)
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:44,1778853644887,race-gemini.vercel.app/api/assign,GET,experiment=hero-cta-test,500,gs9mq-1778853644887-95db501163dd,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/assign,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,148,iad1,-1,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ12MP5560BWW5Q55VBXBP,,-1,,
2026-05-15 14:00:44,1778853644712,race-gemini.vercel.app/api/track,POST,,500,kqsph-1778853644549-4aacaf63da86,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",error,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,,,,,"Error tracking event: error: relation ""user_events"" does not exist
    at /var/task/node_modules/pg/lib/client.js:631:17
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async Object.handler (/var/task/api/track.js:27:5)
    at async r (/opt/rust/nodejs.js:2:15572)
    at async Server.<anonymous> (/opt/rust/nodejs.js:2:11594)
    at async Server.<anonymous> (/opt/rust/nodejs.js:17:10685) {
  length: 110,
  severity: 'ERROR',
  code: '42P01',
  detail: undefined,
  hint: undefined,
  position: '20',
  internalPosition: undefined,
  internalQuery: undefined,
  where: undefined,
  schema: undefined,
  table: undefined,
  column: undefined,
  dataType: undefined,
  constraint: undefined,
  file: 'parse_relation.c',
  line: '1449',
  routine: 'parserOpenTable'
}",prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,,,,,
2026-05-15 14:00:44,1778853644549,race-gemini.vercel.app/api/track,POST,,500,kqsph-1778853644549-4aacaf63da86,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/track,race-gemini.vercel.app,race-gemini.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,104,iad1,260,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ129SEC8Q8AV3HB99NA9P,OQrhHHmgDUkI,1,,
2026-05-15 14:00:44,1778853644530,race-gemini.vercel.app/api/get-agency-credit-history,GET,,401,95dwc-1778853644530-0b31df58f73f,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/145.0.7632.6 Safari/537.36",,production,main,MISS,function,/api/get-agency-credit-history,race-gemini.vercel.app,race-gemini-lse7d9ftt-jochenvandenbroele-5976s-projects.vercel.app,dpl_8Um3oUuyFyozWKgqDhp2rMZadroh,7,iad1,244,2048,,prj_ZFrhNQpjPIH9DLVlgPok89xB5tbu,,,01KRNZ1297WM2GX88MERMAXRDK,WLCLBXp149mK,1,,
